epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,17409.9,0.48562,0.28433,0.88369,0.76174,0.7883,0.81225,0.50266,1.39469,0.89198,1.62636,0.00086114,0.00086114,0.00086114
173,17513.4,0.48154,0.28073,0.87896,0.76164,0.78831,0.81242,0.5027,1.39461,0.89138,1.62666,0.00085448,0.00085448,0.00085448
174,17616.6,0.48187,0.27861,0.88205,0.76187,0.78944,0.81267,0.50314,1.39466,0.89219,1.62803,0.00084782,0.00084782,0.00084782
175,17720.1,0.48251,0.28011,0.88009,0.76199,0.78872,0.8123,0.50247,1.39443,0.89196,1.62937,0.00084116,0.00084116,0.00084116
176,17820,0.47796,0.27866,0.87871,0.76096,0.78831,0.81245,0.50296,1.3946,0.8933,1.63099,0.0008345,0.0008345,0.0008345
177,17920.3,0.47605,0.27524,0.87421,0.76097,0.78889,0.81164,0.502,1.39471,0.89268,1.63174,0.00082784,0.00082784,0.00082784
178,18020.2,0.47195,0.27598,0.87628,0.76065,0.78831,0.81228,0.50182,1.39474,0.89377,1.63254,0.00082118,0.00082118,0.00082118
179,18120.4,0.46803,0.27403,0.87247,0.75905,0.78783,0.81216,0.50187,1.3951,0.89383,1.63298,0.00081452,0.00081452,0.00081452
180,18220.2,0.46488,0.27393,0.8736,0.75842,0.78955,0.8121,0.50168,1.39501,0.89394,1.6345,0.00080786,0.00080786,0.00080786
181,18320.3,0.46986,0.27291,0.87718,0.75796,0.78682,0.812,0.5018,1.39367,0.89428,1.63061,0.0008012,0.0008012,0.0008012
182,18420.4,0.46037,0.27087,0.87172,0.75827,0.78779,0.812,0.5019,1.39396,0.89472,1.63171,0.00079454,0.00079454,0.00079454
183,18520.6,0.46215,0.2706,0.87207,0.76529,0.78142,0.81147,0.50185,1.39409,0.89359,1.63369,0.00078788,0.00078788,0.00078788
184,18620.6,0.45993,0.27177,0.86792,0.76589,0.77923,0.81071,0.50177,1.39448,0.89445,1.63606,0.00078122,0.00078122,0.00078122
185,18720.6,0.46255,0.27243,0.87272,0.7665,0.77778,0.80962,0.50186,1.39472,0.89444,1.6361,0.00077456,0.00077456,0.00077456
186,18820.5,0.45515,0.2667,0.86846,0.76669,0.77793,0.80977,0.50201,1.39485,0.89415,1.63901,0.0007679,0.0007679,0.0007679
187,18920.5,0.45289,0.26492,0.86768,0.77165,0.77578,0.81029,0.50227,1.39493,0.8942,1.63869,0.00076124,0.00076124,0.00076124
188,19020.6,0.44835,0.26327,0.86492,0.77044,0.77578,0.81045,0.50266,1.39584,0.89539,1.63986,0.00075458,0.00075458,0.00075458
189,19120.5,0.45067,0.26417,0.86693,0.76967,0.77552,0.8102,0.50304,1.39552,0.89495,1.64007,0.00074792,0.00074792,0.00074792
190,19220.5,0.45231,0.26451,0.86532,0.7703,0.77478,0.81023,0.50315,1.39556,0.89482,1.64166,0.00074126,0.00074126,0.00074126
191,19323.8,0.44433,0.26206,0.86463,0.77147,0.77405,0.81043,0.50332,1.39662,0.89475,1.64622,0.0007346,0.0007346,0.0007346
192,19427.6,0.44599,0.26299,0.86407,0.76909,0.77622,0.81039,0.50352,1.39673,0.89407,1.64805,0.00072794,0.00072794,0.00072794
193,19530.9,0.43783,0.25967,0.86379,0.75567,0.78465,0.81,0.50335,1.39628,0.89385,1.64728,0.00072128,0.00072128,0.00072128
194,19630.9,0.44247,0.26061,0.86664,0.77128,0.77186,0.81058,0.50332,1.39605,0.89304,1.64919,0.00071462,0.00071462,0.00071462
195,19730.8,0.43779,0.26079,0.86553,0.77103,0.77269,0.81055,0.50343,1.39607,0.89397,1.64981,0.00070796,0.00070796,0.00070796
196,19830.7,0.43388,0.25629,0.85792,0.77143,0.77261,0.811,0.50379,1.39604,0.89286,1.65051,0.0007013,0.0007013,0.0007013
197,19934.3,0.43454,0.25613,0.85917,0.77059,0.77337,0.81098,0.50364,1.39553,0.89392,1.64989,0.00069464,0.00069464,0.00069464
198,20034.3,0.42963,0.25409,0.85705,0.77051,0.77284,0.81114,0.50409,1.3942,0.89473,1.6458,0.00068798,0.00068798,0.00068798
199,20137.8,0.42799,0.25467,0.85543,0.77065,0.77243,0.81113,0.50361,1.39343,0.8948,1.64348,0.00068132,0.00068132,0.00068132
200,20237.7,0.42728,0.25155,0.85694,0.77066,0.7731,0.81111,0.50358,1.39389,0.89468,1.64594,0.00067466,0.00067466,0.00067466
201,20337.6,0.42567,0.25503,0.85843,0.76163,0.78176,0.81096,0.5033,1.39403,0.89432,1.64722,0.000668,0.000668,0.000668
202,20437.8,0.4264,0.2535,0.85626,0.76247,0.77987,0.811,0.50326,1.39388,0.89436,1.64751,0.00066134,0.00066134,0.00066134
203,20537.7,0.42311,0.25123,0.85654,0.76225,0.77942,0.81052,0.50282,1.39412,0.89466,1.64819,0.00065468,0.00065468,0.00065468
204,20637.8,0.42236,0.24975,0.85756,0.76206,0.77963,0.81085,0.50314,1.39512,0.89395,1.64968,0.00064802,0.00064802,0.00064802
205,20737.8,0.42282,0.25179,0.85578,0.76333,0.77837,0.81103,0.5029,1.39463,0.89379,1.65053,0.00064136,0.00064136,0.00064136
206,20837.8,0.41855,0.24877,0.85288,0.76356,0.77797,0.81143,0.5031,1.39508,0.89394,1.6513,0.0006347,0.0006347,0.0006347
207,20937.8,0.41436,0.24696,0.85058,0.76474,0.77829,0.81184,0.50345,1.39432,0.89453,1.65133,0.00062804,0.00062804,0.00062804
208,21037.8,0.41332,0.24769,0.85227,0.76501,0.77715,0.81173,0.50362,1.39429,0.89494,1.65238,0.00062138,0.00062138,0.00062138
209,21137.7,0.41137,0.24514,0.85181,0.76468,0.77929,0.81157,0.50323,1.39436,0.89462,1.65383,0.00061472,0.00061472,0.00061472
210,21237.6,0.40865,0.24524,0.85087,0.76223,0.78065,0.81085,0.50363,1.39465,0.89463,1.65513,0.00060806,0.00060806,0.00060806
211,21337.8,0.41075,0.24726,0.84914,0.76228,0.78105,0.81174,0.50321,1.39442,0.89313,1.65515,0.0006014,0.0006014,0.0006014
212,21437.9,0.41013,0.24721,0.85167,0.76143,0.78283,0.81173,0.50355,1.3941,0.89325,1.656,0.00059474,0.00059474,0.00059474
213,21538,0.40996,0.24545,0.84977,0.76212,0.782,0.81157,0.50401,1.39357,0.89341,1.65694,0.00058808,0.00058808,0.00058808
214,21637.9,0.40328,0.24367,0.84492,0.76173,0.78197,0.81208,0.50396,1.39376,0.89337,1.65779,0.00058142,0.00058142,0.00058142
215,21737.9,0.40096,0.24108,0.84866,0.76056,0.78189,0.81111,0.50395,1.39384,0.89477,1.65783,0.00057476,0.00057476,0.00057476
216,21838,0.39891,0.24009,0.84651,0.76781,0.77545,0.81213,0.50441,1.3938,0.89414,1.65983,0.0005681,0.0005681,0.0005681
217,21941.6,0.40044,0.24045,0.84758,0.76738,0.77416,0.81134,0.50468,1.39338,0.89513,1.66089,0.00056144,0.00056144,0.00056144
218,22044.7,0.39773,0.2389,0.84489,0.76617,0.77467,0.81166,0.50541,1.3936,0.89559,1.66143,0.00055478,0.00055478,0.00055478
219,22148.3,0.39873,0.24006,0.84525,0.75867,0.78274,0.81195,0.50542,1.39507,0.89633,1.66767,0.00054812,0.00054812,0.00054812
220,22251.5,0.39299,0.23752,0.84261,0.75931,0.78215,0.81163,0.50524,1.39465,0.89759,1.66738,0.00054146,0.00054146,0.00054146
221,22351.4,0.39039,0.23657,0.84172,0.75672,0.78656,0.81187,0.50549,1.39511,0.89873,1.6688,0.0005348,0.0005348,0.0005348
222,22455.2,0.39137,0.23519,0.8419,0.75711,0.78682,0.81221,0.50556,1.39404,0.89848,1.66696,0.00052814,0.00052814,0.00052814
223,22558.7,0.38846,0.23412,0.84234,0.75758,0.78899,0.81265,0.50511,1.3939,0.89846,1.66778,0.00052148,0.00052148,0.00052148
224,22658.7,0.38404,0.23402,0.83995,0.75964,0.7872,0.81268,0.50556,1.39371,0.89992,1.66899,0.00051482,0.00051482,0.00051482
225,22762.3,0.38561,0.23384,0.84353,0.75791,0.78725,0.81283,0.50556,1.39339,0.89973,1.66868,0.00050816,0.00050816,0.00050816
226,22865.6,0.38401,0.2322,0.84163,0.7573,0.78777,0.81294,0.50544,1.39335,0.90037,1.66947,0.0005015,0.0005015,0.0005015
227,22965.7,0.38329,0.23268,0.83837,0.75894,0.78616,0.81294,0.50588,1.39361,0.9001,1.67089,0.00049484,0.00049484,0.00049484
228,23069,0.37933,0.23056,0.84081,0.75742,0.78649,0.81295,0.50599,1.39348,0.90099,1.67209,0.00048818,0.00048818,0.00048818
229,23172.4,0.37933,0.2311,0.84276,0.7557,0.78886,0.81295,0.50583,1.39323,0.90102,1.67341,0.00048152,0.00048152,0.00048152
230,23272.3,0.3793,0.23087,0.84062,0.75633,0.78976,0.81317,0.50573,1.39328,0.90144,1.67456,0.00047486,0.00047486,0.00047486
231,23372.3,0.37269,0.22857,0.8362,0.75798,0.78846,0.8127,0.50566,1.39302,0.90243,1.67511,0.0004682,0.0004682,0.0004682
232,23472.4,0.37317,0.22998,0.83922,0.75549,0.79006,0.81294,0.50639,1.39318,0.90256,1.67575,0.00046154,0.00046154,0.00046154
233,23576,0.37679,0.22976,0.83794,0.75622,0.78962,0.81272,0.50612,1.39291,0.90295,1.67642,0.00045488,0.00045488,0.00045488
234,23675.8,0.37032,0.22891,0.83804,0.75501,0.78979,0.8124,0.50619,1.3932,0.90324,1.67862,0.00044822,0.00044822,0.00044822
235,23775.9,0.37432,0.2291,0.83847,0.75424,0.7896,0.81237,0.5062,1.3934,0.90339,1.68034,0.00044156,0.00044156,0.00044156
236,23876.2,0.37089,0.2267,0.83553,0.75737,0.7887,0.81257,0.50649,1.39257,0.90373,1.67892,0.0004349,0.0004349,0.0004349
237,23979.6,0.36521,0.22295,0.83329,0.75653,0.78951,0.81284,0.50598,1.39282,0.90357,1.6798,0.00042824,0.00042824,0.00042824
238,24079.6,0.36503,0.22488,0.83313,0.75574,0.78891,0.8129,0.50618,1.39312,0.90442,1.68223,0.00042158,0.00042158,0.00042158
239,24179.7,0.3653,0.2235,0.83076,0.75551,0.78938,0.81305,0.50636,1.39277,0.90414,1.68212,0.00041492,0.00041492,0.00041492
240,24279.6,0.36188,0.22277,0.83029,0.75441,0.79197,0.81264,0.50648,1.39267,0.90505,1.68351,0.00040826,0.00040826,0.00040826
241,24379.5,0.36081,0.22133,0.82911,0.75628,0.78973,0.81286,0.50647,1.39215,0.90449,1.68327,0.0004016,0.0004016,0.0004016
242,24479.6,0.36229,0.22276,0.8342,0.75577,0.78983,0.81194,0.50666,1.39205,0.90409,1.68428,0.00039494,0.00039494,0.00039494
243,24583.1,0.35426,0.21929,0.8303,0.75508,0.78946,0.81051,0.50562,1.39201,0.90409,1.68532,0.00038828,0.00038828,0.00038828
244,24683.2,0.35502,0.21969,0.82782,0.75581,0.78918,0.8108,0.50604,1.39223,0.90361,1.68632,0.00038162,0.00038162,0.00038162
245,24783.2,0.35119,0.21815,0.82866,0.75563,0.78914,0.81042,0.50591,1.39231,0.90453,1.68712,0.00037496,0.00037496,0.00037496
246,24883.3,0.35506,0.22022,0.83261,0.75771,0.79031,0.81059,0.50609,1.39275,0.90444,1.68873,0.0003683,0.0003683,0.0003683
247,24983.2,0.35041,0.21822,0.83,0.75607,0.78898,0.81072,0.50627,1.39297,0.90485,1.68984,0.00036164,0.00036164,0.00036164
248,25083.1,0.35024,0.21704,0.82873,0.75693,0.78994,0.81072,0.50654,1.3929,0.9044,1.69057,0.00035498,0.00035498,0.00035498
249,25183.2,0.34523,0.21549,0.82728,0.7564,0.79096,0.81088,0.50679,1.39285,0.90417,1.6919,0.00034832,0.00034832,0.00034832
250,25286.7,0.34618,0.217,0.82568,0.75836,0.79013,0.81084,0.50701,1.39179,0.90448,1.6842,0.00034166,0.00034166,0.00034166
251,25390.1,0.35103,0.21659,0.82574,0.75835,0.78932,0.8106,0.507,1.39191,0.90409,1.68529,0.000335,0.000335,0.000335
252,25490.3,0.34743,0.21659,0.83,0.75938,0.78938,0.81073,0.50704,1.39205,0.90453,1.68649,0.00032834,0.00032834,0.00032834
253,25593.9,0.34269,0.21482,0.82615,0.76056,0.78966,0.81083,0.50743,1.39259,0.90387,1.68791,0.00032168,0.00032168,0.00032168
254,25697.8,0.34192,0.21551,0.82642,0.77244,0.77641,0.81071,0.50733,1.39339,0.90372,1.69012,0.00031502,0.00031502,0.00031502
255,25797.7,0.33753,0.2121,0.82568,0.77293,0.77474,0.8106,0.50734,1.39341,0.90319,1.69102,0.00030836,0.00030836,0.00030836
256,25897.6,0.33605,0.21056,0.82519,0.77433,0.77643,0.81073,0.50741,1.39371,0.903,1.69257,0.0003017,0.0003017,0.0003017
257,25997.5,0.33892,0.21247,0.82843,0.77348,0.77532,0.81054,0.50773,1.39369,0.90268,1.69362,0.00029504,0.00029504,0.00029504
258,26101,0.33961,0.21201,0.82507,0.77493,0.7773,0.81073,0.50749,1.39392,0.90377,1.69408,0.00028838,0.00028838,0.00028838
259,26201.2,0.33345,0.21004,0.82308,0.77545,0.77704,0.81089,0.50797,1.39414,0.9033,1.69576,0.00028172,0.00028172,0.00028172
260,26304.5,0.33407,0.20973,0.82491,0.77461,0.77849,0.81037,0.50729,1.39356,0.90301,1.69509,0.00027506,0.00027506,0.00027506
261,26404.8,0.33401,0.20823,0.82263,0.77466,0.77907,0.81103,0.50765,1.39374,0.90449,1.69612,0.0002684,0.0002684,0.0002684
262,26505,0.33009,0.20835,0.82153,0.77551,0.77731,0.81063,0.50755,1.39387,0.90476,1.69749,0.00026174,0.00026174,0.00026174
263,26605.3,0.33534,0.20932,0.82583,0.77501,0.7777,0.8105,0.50763,1.39544,0.90463,1.69997,0.00025508,0.00025508,0.00025508
264,26705.2,0.33038,0.20683,0.82275,0.77455,0.77729,0.81055,0.50772,1.39496,0.90646,1.7,0.00024842,0.00024842,0.00024842
265,26805.4,0.32426,0.20541,0.8201,0.77369,0.77683,0.81043,0.50738,1.39507,0.90727,1.70094,0.00024176,0.00024176,0.00024176
266,26905.3,0.32193,0.20407,0.81723,0.7745,0.77662,0.81021,0.50728,1.39496,0.90774,1.70183,0.0002351,0.0002351,0.0002351
267,27005.7,0.3206,0.20439,0.81859,0.77318,0.77645,0.81035,0.50767,1.3954,0.90816,1.70349,0.00022844,0.00022844,0.00022844
268,27105.7,0.32182,0.20516,0.81991,0.77196,0.77696,0.81011,0.50776,1.39608,0.90777,1.70624,0.00022178,0.00022178,0.00022178
269,27206,0.32225,0.20507,0.8199,0.77246,0.77702,0.81046,0.50787,1.39608,0.90796,1.70741,0.00021512,0.00021512,0.00021512
270,27306.1,0.324,0.20616,0.81894,0.7733,0.77684,0.8104,0.50754,1.39581,0.90742,1.7082,0.00020846,0.00020846,0.00020846
271,27406.5,0.32209,0.20503,0.82145,0.77205,0.77706,0.80987,0.50774,1.39573,0.9078,1.70908,0.0002018,0.0002018,0.0002018
272,27506.7,0.31852,0.20405,0.81957,0.77227,0.7768,0.81007,0.50804,1.39769,0.90809,1.7199,0.00019514,0.00019514,0.00019514
273,27610.3,0.32255,0.20458,0.82114,0.77276,0.77712,0.80953,0.50753,1.39739,0.90754,1.72107,0.00018848,0.00018848,0.00018848
274,27710.2,0.31598,0.20302,0.81923,0.77347,0.77761,0.80938,0.50746,1.39739,0.90767,1.72242,0.00018182,0.00018182,0.00018182
275,27810.6,0.31107,0.20126,0.81489,0.7719,0.7776,0.80935,0.50754,1.39643,0.90898,1.72098,0.00017516,0.00017516,0.00017516
276,27910.5,0.31163,0.20047,0.81601,0.77298,0.77805,0.80909,0.5073,1.39708,0.90937,1.72257,0.0001685,0.0001685,0.0001685
277,28010.8,0.31527,0.1998,0.81823,0.77318,0.77774,0.80913,0.50746,1.39718,0.90964,1.72447,0.00016184,0.00016184,0.00016184
278,28110.8,0.31148,0.19977,0.8197,0.76947,0.78006,0.80897,0.50764,1.3977,0.9114,1.72619,0.00015518,0.00015518,0.00015518
279,28211.1,0.3082,0.19698,0.81554,0.7714,0.77841,0.80844,0.50756,1.3963,0.91134,1.71862,0.00014852,0.00014852,0.00014852
280,28311.2,0.30789,0.19757,0.81432,0.77192,0.77663,0.80738,0.50701,1.39698,0.91249,1.72037,0.00014186,0.00014186,0.00014186
281,28411.6,0.3082,0.19696,0.81516,0.76954,0.78054,0.8073,0.5069,1.39652,0.91155,1.7214,0.0001352,0.0001352,0.0001352
282,28511.9,0.30474,0.19746,0.81528,0.76873,0.78066,0.80686,0.50704,1.39694,0.912,1.72289,0.00012854,0.00012854,0.00012854
283,28612.2,0.30793,0.19806,0.81531,0.76844,0.77975,0.80713,0.50742,1.39695,0.91175,1.72395,0.00012188,0.00012188,0.00012188
284,28712.3,0.30294,0.19673,0.81381,0.768,0.78045,0.80668,0.50753,1.39696,0.91179,1.72516,0.00011522,0.00011522,0.00011522
285,28812.6,0.30117,0.19629,0.81122,0.76829,0.78046,0.80726,0.50687,1.39731,0.91229,1.72693,0.00010856,0.00010856,0.00010856
286,28912.5,0.30096,0.19482,0.81148,0.76893,0.78026,0.80683,0.5072,1.39755,0.91264,1.72832,0.0001019,0.0001019,0.0001019
287,29012.8,0.30367,0.19624,0.81436,0.76809,0.77924,0.80683,0.50772,1.39781,0.91329,1.72925,9.524e-05,9.524e-05,9.524e-05
288,29112.7,0.30036,0.19413,0.81334,0.76672,0.77937,0.8064,0.50739,1.39772,0.9131,1.73085,8.858e-05,8.858e-05,8.858e-05
289,29213,0.29626,0.19327,0.81155,0.76643,0.77838,0.80632,0.50726,1.39791,0.91308,1.7316,8.192e-05,8.192e-05,8.192e-05
290,29313,0.29696,0.19327,0.81216,0.76835,0.77906,0.80745,0.50799,1.39791,0.91302,1.73227,7.526e-05,7.526e-05,7.526e-05
291,29414.6,0.29792,0.19371,0.8164,0.76891,0.77882,0.80808,0.50822,1.39805,0.913,1.7334,6.86e-05,6.86e-05,6.86e-05
292,29518.3,0.29466,0.19328,0.81157,0.76785,0.77958,0.80768,0.50818,1.39798,0.91316,1.73502,6.194e-05,6.194e-05,6.194e-05
293,29618.3,0.29556,0.19276,0.81194,0.76801,0.7799,0.8081,0.50838,1.39772,0.91186,1.73514,5.528e-05,5.528e-05,5.528e-05
294,29722,0.2949,0.1917,0.81149,0.76703,0.77995,0.80742,0.50841,1.39877,0.91301,1.73988,4.862e-05,4.862e-05,4.862e-05
295,29825.3,0.29485,0.19199,0.80875,0.76567,0.7805,0.80809,0.5082,1.39849,0.91329,1.73966,4.196e-05,4.196e-05,4.196e-05
296,29925.3,0.29153,0.19134,0.81165,0.76582,0.7796,0.80776,0.50823,1.39846,0.91409,1.74078,3.53e-05,3.53e-05,3.53e-05
297,30025.3,0.28915,0.19062,0.81124,0.7633,0.78328,0.80792,0.50844,1.39828,0.91435,1.74139,2.864e-05,2.864e-05,2.864e-05
298,30128.8,0.29413,0.19164,0.81316,0.76261,0.78258,0.8076,0.50837,1.39843,0.91511,1.74199,2.198e-05,2.198e-05,2.198e-05
299,30228.8,0.29749,0.19282,0.8144,0.76249,0.78145,0.80792,0.50882,1.39857,0.9158,1.74267,1.532e-05,1.532e-05,1.532e-05
300,30332.2,0.28718,0.18983,0.81207,0.76223,0.78248,0.80754,0.50841,1.39866,0.9156,1.74413,8.66e-06,8.66e-06,8.66e-06
