epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,26323,0.64797,0.39755,1.14327,0.77438,0.7738,0.80472,0.48733,1.44114,0.90248,2.10961,0.00081452,0.00081452,0.00081452
180,26468.9,0.64389,0.39342,1.13896,0.77288,0.77378,0.80413,0.48727,1.4401,0.90306,2.1049,0.00080786,0.00080786,0.00080786
181,26615.3,0.63602,0.392,1.13116,0.77334,0.77416,0.80439,0.48689,1.44037,0.90412,2.10687,0.0008012,0.0008012,0.0008012
182,26761.9,0.64151,0.39381,1.13136,0.77202,0.77437,0.80363,0.48685,1.43971,0.90464,2.10778,0.00079454,0.00079454,0.00079454
183,26908.3,0.63581,0.38999,1.1297,0.77361,0.77452,0.80366,0.48709,1.43998,0.90535,2.1093,0.00078788,0.00078788,0.00078788
184,27054.5,0.6368,0.39177,1.12709,0.77386,0.77505,0.80381,0.48661,1.44012,0.90555,2.11149,0.00078122,0.00078122,0.00078122
185,27200.5,0.63467,0.39079,1.12658,0.77552,0.77326,0.80387,0.48672,1.44026,0.9064,2.11297,0.00077456,0.00077456,0.00077456
186,27346.5,0.62781,0.38372,1.12176,0.77341,0.77343,0.80373,0.48685,1.4402,0.9067,2.11554,0.0007679,0.0007679,0.0007679
187,27492.5,0.62089,0.38071,1.11731,0.77252,0.77449,0.80374,0.48713,1.43973,0.90812,2.11564,0.00076124,0.00076124,0.00076124
188,27639.4,0.61396,0.37933,1.10929,0.77196,0.7731,0.80344,0.4867,1.44048,0.90842,2.11854,0.00075458,0.00075458,0.00075458
189,27785.7,0.62517,0.38187,1.11867,0.77303,0.77265,0.80348,0.487,1.4405,0.90928,2.11926,0.00074792,0.00074792,0.00074792
190,27932.1,0.62167,0.38275,1.11693,0.7721,0.7718,0.80298,0.48691,1.44068,0.90969,2.12172,0.00074126,0.00074126,0.00074126
191,28078.1,0.61374,0.37823,1.10847,0.77325,0.77281,0.80368,0.48754,1.44066,0.91009,2.12308,0.0007346,0.0007346,0.0007346
192,28225,0.61785,0.37939,1.11283,0.7723,0.77174,0.80299,0.48778,1.44104,0.91062,2.12514,0.00072794,0.00072794,0.00072794
193,28371.2,0.61219,0.37634,1.10746,0.7728,0.77171,0.80316,0.48743,1.44114,0.91145,2.12747,0.00072128,0.00072128,0.00072128
194,28517.7,0.60255,0.36986,1.10426,0.77136,0.77336,0.80278,0.48687,1.44113,0.91148,2.12994,0.00071462,0.00071462,0.00071462
195,28663.7,0.60453,0.37357,1.09918,0.77488,0.77316,0.80382,0.48706,1.44091,0.91062,2.13181,0.00070796,0.00070796,0.00070796
196,28810,0.60487,0.36999,1.10057,0.77255,0.77407,0.8029,0.48699,1.44084,0.91187,2.13397,0.0007013,0.0007013,0.0007013
197,28956.3,0.59502,0.3704,1.0912,0.77324,0.77255,0.80211,0.48648,1.44029,0.9121,2.13479,0.00069464,0.00069464,0.00069464
198,29102.4,0.60005,0.36916,1.09812,0.77294,0.77263,0.80202,0.48659,1.44038,0.91175,2.13658,0.00068798,0.00068798,0.00068798
199,29248.3,0.59856,0.36941,1.09962,0.7726,0.77382,0.8026,0.48662,1.4405,0.91218,2.13869,0.00068132,0.00068132,0.00068132
200,29394.6,0.59457,0.36588,1.09308,0.77677,0.76934,0.80194,0.48635,1.44056,0.91222,2.14134,0.00067466,0.00067466,0.00067466
201,29540.8,0.58811,0.36339,1.08606,0.77421,0.77228,0.80192,0.48645,1.44044,0.91259,2.14326,0.000668,0.000668,0.000668
202,29687.1,0.58934,0.36363,1.0893,0.77691,0.76915,0.8018,0.4865,1.44066,0.91262,2.14573,0.00066134,0.00066134,0.00066134
203,29833.1,0.58619,0.35898,1.0839,0.77624,0.76933,0.80198,0.48675,1.44023,0.91174,2.14695,0.00065468,0.00065468,0.00065468
204,29979.2,0.58282,0.35976,1.08418,0.77741,0.76951,0.80203,0.48659,1.44018,0.91249,2.14881,0.00064802,0.00064802,0.00064802
205,30125.1,0.57774,0.35564,1.07954,0.77717,0.77,0.80306,0.48656,1.44018,0.91277,2.15136,0.00064136,0.00064136,0.00064136
206,30271.8,0.57347,0.35623,1.07368,0.77585,0.77095,0.80274,0.48647,1.44022,0.91309,2.15314,0.0006347,0.0006347,0.0006347
207,30417.7,0.57419,0.35454,1.07754,0.77577,0.77142,0.80309,0.48659,1.44087,0.9127,2.15569,0.00062804,0.00062804,0.00062804
208,30563.6,0.5704,0.35624,1.07305,0.77425,0.77259,0.80283,0.48637,1.44003,0.91424,2.15665,0.00062138,0.00062138,0.00062138
209,30709.7,0.56991,0.35612,1.07419,0.77209,0.77432,0.80142,0.48605,1.43976,0.91536,2.15723,0.00061472,0.00061472,0.00061472
210,30856,0.56942,0.35495,1.07173,0.77244,0.77399,0.80117,0.48593,1.44013,0.91537,2.15993,0.00060806,0.00060806,0.00060806
211,31002.7,0.56237,0.34943,1.06864,0.77219,0.77397,0.8011,0.48594,1.44006,0.91584,2.16159,0.0006014,0.0006014,0.0006014
212,31149.5,0.56731,0.35121,1.07015,0.77223,0.77278,0.80095,0.48561,1.43991,0.91633,2.16297,0.00059474,0.00059474,0.00059474
213,31295.6,0.56607,0.3569,1.07072,0.7708,0.77288,0.80049,0.48542,1.44002,0.91724,2.16416,0.00058808,0.00058808,0.00058808
214,31442.1,0.56791,0.35073,1.06821,0.77221,0.77257,0.8013,0.48594,1.43977,0.91754,2.16557,0.00058142,0.00058142,0.00058142
215,31588.4,0.55701,0.34837,1.05962,0.7728,0.77254,0.80128,0.48587,1.4401,0.91685,2.16821,0.00057476,0.00057476,0.00057476
216,31734.5,0.55304,0.34563,1.0539,0.77151,0.77213,0.80093,0.4855,1.44047,0.9174,2.17103,0.0005681,0.0005681,0.0005681
217,31880.4,0.55653,0.34731,1.05996,0.77222,0.77122,0.80074,0.48584,1.44041,0.91732,2.17285,0.00056144,0.00056144,0.00056144
218,32026.3,0.55001,0.34227,1.05632,0.77303,0.77315,0.80291,0.48593,1.44046,0.91704,2.17434,0.00055478,0.00055478,0.00055478
219,32172.1,0.55005,0.34181,1.05429,0.77233,0.77255,0.80227,0.48617,1.44013,0.918,2.17511,0.00054812,0.00054812,0.00054812
220,32318.9,0.5465,0.34308,1.05012,0.77169,0.77291,0.80232,0.48607,1.43999,0.91803,2.17667,0.00054146,0.00054146,0.00054146
221,32465.3,0.54862,0.34149,1.05304,0.77224,0.77183,0.80214,0.4857,1.44013,0.91837,2.17884,0.0005348,0.0005348,0.0005348
222,32611.7,0.53573,0.33809,1.04191,0.77206,0.7724,0.8025,0.48624,1.43962,0.91834,2.17962,0.00052814,0.00052814,0.00052814
223,32758.2,0.53976,0.33673,1.0449,0.7725,0.76977,0.80114,0.48592,1.43966,0.91874,2.18169,0.00052148,0.00052148,0.00052148
224,32904.9,0.53533,0.33561,1.04148,0.76667,0.77573,0.80116,0.48576,1.43969,0.91934,2.18339,0.00051482,0.00051482,0.00051482
225,33051.3,0.53943,0.33621,1.04413,0.77191,0.77056,0.80064,0.48539,1.4393,0.91974,2.18354,0.00050816,0.00050816,0.00050816
226,33197.9,0.52914,0.3334,1.03922,0.76647,0.77551,0.8009,0.48519,1.43899,0.91978,2.18474,0.0005015,0.0005015,0.0005015
227,33344.5,0.53509,0.33505,1.04299,0.76723,0.77449,0.80045,0.48523,1.43884,0.92068,2.18669,0.00049484,0.00049484,0.00049484
228,33490.9,0.52982,0.33291,1.03803,0.76739,0.7737,0.80027,0.48523,1.43905,0.92134,2.18846,0.00048818,0.00048818,0.00048818
229,33637,0.5292,0.33101,1.03496,0.76641,0.77667,0.80057,0.48538,1.43904,0.92112,2.19101,0.00048152,0.00048152,0.00048152
230,33783,0.53128,0.33079,1.04188,0.76569,0.7768,0.8005,0.4856,1.43903,0.92235,2.19261,0.00047486,0.00047486,0.00047486
231,33929.2,0.52235,0.3276,1.03214,0.77088,0.76837,0.8007,0.48573,1.43947,0.92305,2.19629,0.0004682,0.0004682,0.0004682
232,34076.1,0.52557,0.32616,1.03023,0.76374,0.78032,0.8003,0.48549,1.43948,0.92284,2.19868,0.00046154,0.00046154,0.00046154
233,34222.5,0.52569,0.32946,1.03596,0.76278,0.78093,0.80037,0.48583,1.43936,0.92332,2.20072,0.00045488,0.00045488,0.00045488
234,34369.2,0.52406,0.32765,1.03179,0.76174,0.78076,0.80028,0.48561,1.43946,0.92333,2.20274,0.00044822,0.00044822,0.00044822
235,34516,0.51964,0.32491,1.03193,0.76145,0.78114,0.80032,0.4856,1.43953,0.92416,2.20558,0.00044156,0.00044156,0.00044156
236,34662.7,0.5148,0.32471,1.02415,0.76052,0.78162,0.80009,0.48536,1.43918,0.92381,2.20495,0.0004349,0.0004349,0.0004349
